mol_id,label,num_nodes,num_edges,csv_row,file_path
4050,348.45,9,9,4050,graph_npz/batch_4/4050.npz
4051,201.75,10,10,4051,graph_npz/batch_4/4051.npz
4052,363.15,11,11,4052,graph_npz/batch_4/4052.npz
4053,350.15,20,20,4053,graph_npz/batch_4/4053.npz
4054,360.15,22,22,4054,graph_npz/batch_4/4054.npz
4055,365.15,26,26,4055,graph_npz/batch_4/4055.npz
4056,337.65,38,40,4056,graph_npz/batch_4/4056.npz
4057,413.15,51,55,4057,graph_npz/batch_4/4057.npz
4058,428.15,48,52,4058,graph_npz/batch_4/4058.npz
4059,453.15,45,49,4059,graph_npz/batch_4/4059.npz
4060,488.15,42,46,4060,graph_npz/batch_4/4060.npz
4061,523.15,39,43,4061,graph_npz/batch_4/4061.npz
4062,521.15,63,72,4062,graph_npz/batch_4/4062.npz
4063,521.15,68,77,4063,graph_npz/batch_4/4063.npz
4064,527.15,72,82,4064,graph_npz/batch_4/4064.npz
4065,556.15,72,82,4065,graph_npz/batch_4/4065.npz
4066,570.15,76,87,4066,graph_npz/batch_4/4066.npz
4067,487.15,79,87,4067,graph_npz/batch_4/4067.npz
4068,491.15,78,87,4068,graph_npz/batch_4/4068.npz
4069,558.55,63,72,4069,graph_npz/batch_4/4069.npz
4070,560.95,63,72,4070,graph_npz/batch_4/4070.npz
4071,663.15,33,37,4071,graph_npz/batch_4/4071.npz
4072,611.15,42,47,4072,graph_npz/batch_4/4072.npz
4073,585.15,47,53,4073,graph_npz/batch_4/4073.npz
4074,565.15,38,42,4074,graph_npz/batch_4/4074.npz
4075,488.15,36,39,4075,graph_npz/batch_4/4075.npz
4076,477.15,43,47,4076,graph_npz/batch_4/4076.npz
4077,462.15,43,47,4077,graph_npz/batch_4/4077.npz
4078,464.15,43,47,4078,graph_npz/batch_4/4078.npz
4079,483.15,50,55,4079,graph_npz/batch_4/4079.npz
4080,475.15,50,55,4080,graph_npz/batch_4/4080.npz
4081,581.15,73,83,4081,graph_npz/batch_4/4081.npz
4082,403.15,29,32,4082,graph_npz/batch_4/4082.npz
4083,584.15,41,46,4083,graph_npz/batch_4/4083.npz
4084,560.15,41,46,4084,graph_npz/batch_4/4084.npz
4085,477.15,50,56,4085,graph_npz/batch_4/4085.npz
4086,567.15,49,55,4086,graph_npz/batch_4/4086.npz
4087,551.15,28,29,4087,graph_npz/batch_4/4087.npz
4088,550.15,29,31,4088,graph_npz/batch_4/4088.npz
4089,638.15,33,37,4089,graph_npz/batch_4/4089.npz
4090,511.15,20,21,4090,graph_npz/batch_4/4090.npz
4091,441.15,38,42,4091,graph_npz/batch_4/4091.npz
4092,577.15,49,56,4092,graph_npz/batch_4/4092.npz
4093,585.15,49,56,4093,graph_npz/batch_4/4093.npz
4094,567.15,38,43,4094,graph_npz/batch_4/4094.npz
4095,598.15,29,32,4095,graph_npz/batch_4/4095.npz
4096,570.65,38,43,4096,graph_npz/batch_4/4096.npz
4097,575.15,38,43,4097,graph_npz/batch_4/4097.npz
4098,638.15,51,58,4098,graph_npz/batch_4/4098.npz
4099,631.15,51,58,4099,graph_npz/batch_4/4099.npz
4100,607.15,65,74,4100,graph_npz/batch_4/4100.npz
4101,513.15,31,34,4101,graph_npz/batch_4/4101.npz
4102,601.15,72,82,4102,graph_npz/batch_4/4102.npz
4103,559.15,60,68,4103,graph_npz/batch_4/4103.npz
4104,566.15,53,60,4104,graph_npz/batch_4/4104.npz
4105,536.15,60,68,4105,graph_npz/batch_4/4105.npz
4106,584.15,51,57,4106,graph_npz/batch_4/4106.npz
4107,612.15,42,47,4107,graph_npz/batch_4/4107.npz
4108,429.15,56,63,4108,graph_npz/batch_4/4108.npz
4109,548.15,20,21,4109,graph_npz/batch_4/4109.npz
4110,604.15,47,53,4110,graph_npz/batch_4/4110.npz
4111,395.15,36,38,4111,graph_npz/batch_4/4111.npz
4112,390.15,36,38,4112,graph_npz/batch_4/4112.npz
4113,408.15,33,35,4113,graph_npz/batch_4/4113.npz
4114,404.65,33,35,4114,graph_npz/batch_4/4114.npz
4115,389.15,36,38,4115,graph_npz/batch_4/4115.npz
4116,384.15,36,38,4116,graph_npz/batch_4/4116.npz
4117,413.15,33,35,4117,graph_npz/batch_4/4117.npz
4118,401.65,33,35,4118,graph_npz/batch_4/4118.npz
4119,548.15,60,67,4119,graph_npz/batch_4/4119.npz
4120,518.15,56,63,4120,graph_npz/batch_4/4120.npz
4121,507.15,52,58,4121,graph_npz/batch_4/4121.npz
4122,427.15,42,46,4122,graph_npz/batch_4/4122.npz
4123,483.15,52,54,4123,graph_npz/batch_4/4123.npz
4124,503.15,40,42,4124,graph_npz/batch_4/4124.npz
4125,510.15,35,38,4125,graph_npz/batch_4/4125.npz
4126,513.15,27,29,4126,graph_npz/batch_4/4126.npz
4127,508.15,62,69,4127,graph_npz/batch_4/4127.npz
4128,535.15,71,80,4128,graph_npz/batch_4/4128.npz
4129,514.15,71,80,4129,graph_npz/batch_4/4129.npz
4130,508.15,54,60,4130,graph_npz/batch_4/4130.npz
4131,410.65,48,53,4131,graph_npz/batch_4/4131.npz
4132,303.15,36,38,4132,graph_npz/batch_4/4132.npz
4133,345.15,42,46,4133,graph_npz/batch_4/4133.npz
4134,464.15,46,50,4134,graph_npz/batch_4/4134.npz
4135,479.15,70,79,4135,graph_npz/batch_4/4135.npz
4136,529.15,57,64,4136,graph_npz/batch_4/4136.npz
4137,446.15,62,70,4137,graph_npz/batch_4/4137.npz
4138,593.15,74,84,4138,graph_npz/batch_4/4138.npz
4139,520.15,57,64,4139,graph_npz/batch_4/4139.npz
4140,534.15,57,64,4140,graph_npz/batch_4/4140.npz
4141,578.15,24,26,4141,graph_npz/batch_4/4141.npz
4142,572.15,57,65,4142,graph_npz/batch_4/4142.npz
4143,598.15,24,26,4143,graph_npz/batch_4/4143.npz
4144,466.15,33,37,4144,graph_npz/batch_4/4144.npz
4145,488.15,31,34,4145,graph_npz/batch_4/4145.npz
4146,564.15,59,67,4146,graph_npz/batch_4/4146.npz
4147,412.15,8,8,4147,graph_npz/batch_4/4147.npz
4148,334.15,47,49,4148,graph_npz/batch_4/4148.npz
4149,328.15,46,48,4149,graph_npz/batch_4/4149.npz
4150,257.25,12,11,4150,graph_npz/batch_4/4150.npz
4151,442.15,22,23,4151,graph_npz/batch_4/4151.npz
4152,459.15,19,18,4152,graph_npz/batch_4/4152.npz
4153,361.15,39,41,4153,graph_npz/batch_4/4153.npz
4154,333.15,47,49,4154,graph_npz/batch_4/4154.npz
4155,344.15,41,43,4155,graph_npz/batch_4/4155.npz
4156,345.15,43,45,4156,graph_npz/batch_4/4156.npz
4157,332.15,45,47,4157,graph_npz/batch_4/4157.npz
4158,317.15,47,49,4158,graph_npz/batch_4/4158.npz
4159,296.15,61,63,4159,graph_npz/batch_4/4159.npz
4160,383.15,21,20,4160,graph_npz/batch_4/4160.npz
4161,318.15,47,49,4161,graph_npz/batch_4/4161.npz
4162,311.15,49,51,4162,graph_npz/batch_4/4162.npz
4163,300.15,48,50,4163,graph_npz/batch_4/4163.npz
4164,306.15,50,52,4164,graph_npz/batch_4/4164.npz
4165,304.15,52,54,4165,graph_npz/batch_4/4165.npz
4166,291.15,54,56,4166,graph_npz/batch_4/4166.npz
4167,330.36,32,34,4167,graph_npz/batch_4/4167.npz
4168,351.15,41,44,4168,graph_npz/batch_4/4168.npz
4169,348.91,30,32,4169,graph_npz/batch_4/4169.npz
4170,316.15,11,10,4170,graph_npz/batch_4/4170.npz
4171,433.15,14,14,4171,graph_npz/batch_4/4171.npz
4172,427.15,25,26,4172,graph_npz/batch_4/4172.npz
4173,438.15,30,32,4173,graph_npz/batch_4/4173.npz
4174,398.15,32,34,4174,graph_npz/batch_4/4174.npz
4175,415.15,39,41,4175,graph_npz/batch_4/4175.npz
4176,434.15,43,47,4176,graph_npz/batch_4/4176.npz
4177,455.15,27,29,4177,graph_npz/batch_4/4177.npz
4178,457.15,37,41,4178,graph_npz/batch_4/4178.npz
4179,487.15,43,48,4179,graph_npz/batch_4/4179.npz
4180,435.15,33,35,4180,graph_npz/batch_4/4180.npz
4181,380.15,31,33,4181,graph_npz/batch_4/4181.npz
4182,501.15,27,30,4182,graph_npz/batch_4/4182.npz
4183,364.15,41,44,4183,graph_npz/batch_4/4183.npz
4184,323.15,98,105,4184,graph_npz/batch_4/4184.npz
4185,419.15,41,45,4185,graph_npz/batch_4/4185.npz
4186,406.15,33,36,4186,graph_npz/batch_4/4186.npz
4187,457.15,22,23,4187,graph_npz/batch_4/4187.npz
4188,588.15,23,23,4188,graph_npz/batch_4/4188.npz
4189,443.15,38,41,4189,graph_npz/batch_4/4189.npz
4190,365.15,36,38,4190,graph_npz/batch_4/4190.npz
4191,403.15,45,48,4191,graph_npz/batch_4/4191.npz
4192,403.15,28,30,4192,graph_npz/batch_4/4192.npz
4193,510.15,26,27,4193,graph_npz/batch_4/4193.npz
4194,563.15,35,39,4194,graph_npz/batch_4/4194.npz
4195,371.15,28,29,4195,graph_npz/batch_4/4195.npz
4196,293.15,25,26,4196,graph_npz/batch_4/4196.npz
4197,315.65,24,25,4197,graph_npz/batch_4/4197.npz
4198,319.15,23,24,4198,graph_npz/batch_4/4198.npz
4199,395.15,20,21,4199,graph_npz/batch_4/4199.npz
4200,343.15,40,42,4200,graph_npz/batch_4/4200.npz
4201,371.15,44,47,4201,graph_npz/batch_4/4201.npz
4202,320.15,27,28,4202,graph_npz/batch_4/4202.npz
4203,326.15,26,27,4203,graph_npz/batch_4/4203.npz
4204,318.15,25,26,4204,graph_npz/batch_4/4204.npz
4205,368.15,24,25,4205,graph_npz/batch_4/4205.npz
4206,314.15,26,27,4206,graph_npz/batch_4/4206.npz
4207,318.15,23,24,4207,graph_npz/batch_4/4207.npz
4208,330.15,24,25,4208,graph_npz/batch_4/4208.npz
4209,357.15,22,23,4209,graph_npz/batch_4/4209.npz
4210,436.15,58,64,4210,graph_npz/batch_4/4210.npz
4211,335.15,25,26,4211,graph_npz/batch_4/4211.npz
4212,408.15,53,58,4212,graph_npz/batch_4/4212.npz
4213,450.15,58,65,4213,graph_npz/batch_4/4213.npz
4214,433.15,53,59,4214,graph_npz/batch_4/4214.npz
4215,462.15,53,59,4215,graph_npz/batch_4/4215.npz
4216,452.15,55,61,4216,graph_npz/batch_4/4216.npz
4217,453.15,38,41,4217,graph_npz/batch_4/4217.npz
4218,436.15,21,22,4218,graph_npz/batch_4/4218.npz
4219,411.15,22,23,4219,graph_npz/batch_4/4219.npz
4220,402.15,23,24,4220,graph_npz/batch_4/4220.npz
4221,370.65,24,25,4221,graph_npz/batch_4/4221.npz
4222,340.65,26,27,4222,graph_npz/batch_4/4222.npz
4223,323.65,28,29,4223,graph_npz/batch_4/4223.npz
4224,314.65,29,30,4224,graph_npz/batch_4/4224.npz
4225,307.65,31,32,4225,graph_npz/batch_4/4225.npz
4226,298.65,33,34,4226,graph_npz/batch_4/4226.npz
4227,518.15,35,39,4227,graph_npz/batch_4/4227.npz
4228,403.15,13,13,4228,graph_npz/batch_4/4228.npz
4229,334.15,26,27,4229,graph_npz/batch_4/4229.npz
4230,293.15,25,26,4230,graph_npz/batch_4/4230.npz
4231,326.15,24,25,4231,graph_npz/batch_4/4231.npz
4232,379.65,53,58,4232,graph_npz/batch_4/4232.npz
4233,288.15,8,7,4233,graph_npz/batch_4/4233.npz
4234,368.15,9,8,4234,graph_npz/batch_4/4234.npz
4235,345.15,35,37,4235,graph_npz/batch_4/4235.npz
4236,331.15,39,41,4236,graph_npz/batch_4/4236.npz
4237,321.15,38,40,4237,graph_npz/batch_4/4237.npz
4238,347.15,65,73,4238,graph_npz/batch_4/4238.npz
4239,200.15,12,11,4239,graph_npz/batch_4/4239.npz
4240,276.15,14,13,4240,graph_npz/batch_4/4240.npz
4241,223.15,14,13,4241,graph_npz/batch_4/4241.npz
4242,218.15,15,14,4242,graph_npz/batch_4/4242.npz
4243,164.15,12,11,4243,graph_npz/batch_4/4243.npz
4244,256.15,17,16,4244,graph_npz/batch_4/4244.npz
4245,227.15,14,13,4245,graph_npz/batch_4/4245.npz
4246,264.15,17,16,4246,graph_npz/batch_4/4246.npz
4247,225.15,9,8,4247,graph_npz/batch_4/4247.npz
4248,253.65,5,4,4248,graph_npz/batch_4/4248.npz
4249,232.15,7,6,4249,graph_npz/batch_4/4249.npz
4250,157.15,10,9,4250,graph_npz/batch_4/4250.npz
4251,180.15,39,41,4251,graph_npz/batch_4/4251.npz
4252,219.15,35,37,4252,graph_npz/batch_4/4252.npz
4253,230.15,31,33,4253,graph_npz/batch_4/4253.npz
4254,467.15,13,13,4254,graph_npz/batch_4/4254.npz
4255,427.75,16,16,4255,graph_npz/batch_4/4255.npz
4256,605.15,13,13,4256,graph_npz/batch_4/4256.npz
4257,490.15,40,43,4257,graph_npz/batch_4/4257.npz
4258,475.15,19,19,4258,graph_npz/batch_4/4258.npz
4259,451.15,22,22,4259,graph_npz/batch_4/4259.npz
4260,404.3,19,19,4260,graph_npz/batch_4/4260.npz
4261,481.15,15,15,4261,graph_npz/batch_4/4261.npz
4262,351.15,20,21,4262,graph_npz/batch_4/4262.npz
4263,386.15,23,25,4263,graph_npz/batch_4/4263.npz
4264,480.15,23,25,4264,graph_npz/batch_4/4264.npz
4265,386.15,23,25,4265,graph_npz/batch_4/4265.npz
4266,480.15,15,16,4266,graph_npz/batch_4/4266.npz
4267,412.75,14,14,4267,graph_npz/batch_4/4267.npz
4268,367.45,20,21,4268,graph_npz/batch_4/4268.npz
4269,411.15,12,12,4269,graph_npz/batch_4/4269.npz
4270,390.45,12,12,4270,graph_npz/batch_4/4270.npz
4271,341.65,9,9,4271,graph_npz/batch_4/4271.npz
4272,394.15,22,24,4272,graph_npz/batch_4/4272.npz
4273,371.15,30,33,4273,graph_npz/batch_4/4273.npz
4274,528.65,22,24,4274,graph_npz/batch_4/4274.npz
4275,465.65,21,23,4275,graph_npz/batch_4/4275.npz
4276,303.15,40,43,4276,graph_npz/batch_4/4276.npz
4277,306.15,38,41,4277,graph_npz/batch_4/4277.npz
4278,316.65,36,39,4278,graph_npz/batch_4/4278.npz
4279,413.15,14,15,4279,graph_npz/batch_4/4279.npz
4280,416.15,20,20,4280,graph_npz/batch_4/4280.npz
4281,294.15,39,40,4281,graph_npz/batch_4/4281.npz
4282,305.15,34,35,4282,graph_npz/batch_4/4282.npz
4283,315.15,32,33,4283,graph_npz/batch_4/4283.npz
4284,326.15,30,31,4284,graph_npz/batch_4/4284.npz
4285,318.15,16,16,4285,graph_npz/batch_4/4285.npz
4286,232.15,20,19,4286,graph_npz/batch_4/4286.npz
4287,300.15,47,47,4287,graph_npz/batch_4/4287.npz
4288,318.15,31,32,4288,graph_npz/batch_4/4288.npz
4289,302.15,46,47,4289,graph_npz/batch_4/4289.npz
4290,297.15,40,41,4290,graph_npz/batch_4/4290.npz
4291,296.65,25,25,4291,graph_npz/batch_4/4291.npz
4292,293.15,32,33,4292,graph_npz/batch_4/4292.npz
4293,263.15,46,47,4293,graph_npz/batch_4/4293.npz
4294,273.15,23,23,4294,graph_npz/batch_4/4294.npz
4295,303.15,38,39,4295,graph_npz/batch_4/4295.npz
4296,301.15,23,23,4296,graph_npz/batch_4/4296.npz
4297,351.65,24,25,4297,graph_npz/batch_4/4297.npz
4298,312.75,12,11,4298,graph_npz/batch_4/4298.npz
4299,383.15,49,54,4299,graph_npz/batch_4/4299.npz
4300,350.15,22,23,4300,graph_npz/batch_4/4300.npz
4301,330.05,31,33,4301,graph_npz/batch_4/4301.npz
4302,357.65,22,23,4302,graph_npz/batch_4/4302.npz
4303,343.15,22,23,4303,graph_npz/batch_4/4303.npz
4304,333.15,32,34,4304,graph_npz/batch_4/4304.npz
4305,334.15,28,29,4305,graph_npz/batch_4/4305.npz
4306,303.15,28,29,4306,graph_npz/batch_4/4306.npz
4307,311.85,14,14,4307,graph_npz/batch_4/4307.npz
4308,348.15,22,23,4308,graph_npz/batch_4/4308.npz
4309,412.15,35,36,4309,graph_npz/batch_4/4309.npz
4310,423.15,37,38,4310,graph_npz/batch_4/4310.npz
4311,399.15,39,40,4311,graph_npz/batch_4/4311.npz
4312,317.15,47,49,4312,graph_npz/batch_4/4312.npz
4313,265.15,50,51,4313,graph_npz/batch_4/4313.npz
4314,251.15,49,50,4314,graph_npz/batch_4/4314.npz
4315,264.15,50,52,4315,graph_npz/batch_4/4315.npz
4316,323.65,32,33,4316,graph_npz/batch_4/4316.npz
4317,341.15,37,39,4317,graph_npz/batch_4/4317.npz
4318,320.15,37,39,4318,graph_npz/batch_4/4318.npz
4319,378.15,55,60,4319,graph_npz/batch_4/4319.npz
4320,318.15,30,31,4320,graph_npz/batch_4/4320.npz
4321,362.15,34,35,4321,graph_npz/batch_4/4321.npz
4322,273.15,31,32,4322,graph_npz/batch_4/4322.npz
4323,322.15,31,32,4323,graph_npz/batch_4/4323.npz
4324,322.15,36,38,4324,graph_npz/batch_4/4324.npz
4325,316.15,29,30,4325,graph_npz/batch_4/4325.npz
4326,337.15,55,58,4326,graph_npz/batch_4/4326.npz
4327,341.15,55,58,4327,graph_npz/batch_4/4327.npz
4328,308.15,55,58,4328,graph_npz/batch_4/4328.npz
4329,277.05,30,31,4329,graph_npz/batch_4/4329.npz
4330,312.15,55,58,4330,graph_npz/batch_4/4330.npz
4331,295.15,55,58,4331,graph_npz/batch_4/4331.npz
4332,288.15,55,58,4332,graph_npz/batch_4/4332.npz
4333,279.65,28,29,4333,graph_npz/batch_4/4333.npz
4334,260.15,48,49,4334,graph_npz/batch_4/4334.npz
4335,251.15,47,48,4335,graph_npz/batch_4/4335.npz
4336,271.15,48,50,4336,graph_npz/batch_4/4336.npz
4337,323.15,36,38,4337,graph_npz/batch_4/4337.npz
4338,325.15,30,31,4338,graph_npz/batch_4/4338.npz
4339,352.15,35,37,4339,graph_npz/batch_4/4339.npz
4340,283.65,24,24,4340,graph_npz/batch_4/4340.npz
4341,331.15,35,37,4341,graph_npz/batch_4/4341.npz
4342,323.65,28,29,4342,graph_npz/batch_4/4342.npz
4343,250.65,24,24,4343,graph_npz/batch_4/4343.npz
4344,259.15,24,24,4344,graph_npz/batch_4/4344.npz
4345,236.15,16,15,4345,graph_npz/batch_4/4345.npz
4346,323.15,74,78,4346,graph_npz/batch_4/4346.npz
4347,333.15,70,73,4347,graph_npz/batch_4/4347.npz
4348,333.15,69,72,4348,graph_npz/batch_4/4348.npz
4349,331.15,70,73,4349,graph_npz/batch_4/4349.npz
4350,323.15,71,74,4350,graph_npz/batch_4/4350.npz
4351,328.15,68,71,4351,graph_npz/batch_4/4351.npz
4352,331.15,67,72,4352,graph_npz/batch_4/4352.npz
4353,320.15,55,57,4353,graph_npz/batch_4/4353.npz
4354,347.15,69,74,4354,graph_npz/batch_4/4354.npz
4355,350.75,38,40,4355,graph_npz/batch_4/4355.npz
4356,270.15,29,30,4356,graph_npz/batch_4/4356.npz
4357,262.15,21,20,4357,graph_npz/batch_4/4357.npz
4358,267.15,47,48,4358,graph_npz/batch_4/4358.npz
4359,253.15,46,47,4359,graph_npz/batch_4/4359.npz
4360,323.65,29,30,4360,graph_npz/batch_4/4360.npz
4361,345.15,34,36,4361,graph_npz/batch_4/4361.npz
4362,308.15,23,23,4362,graph_npz/batch_4/4362.npz
4363,335.15,34,36,4363,graph_npz/batch_4/4363.npz
4364,323.15,27,28,4364,graph_npz/batch_4/4364.npz
4365,272.05,28,29,4365,graph_npz/batch_4/4365.npz
4366,292.65,26,27,4366,graph_npz/batch_4/4366.npz
4367,265.45,46,47,4367,graph_npz/batch_4/4367.npz
4368,256.15,45,46,4368,graph_npz/batch_4/4368.npz
4369,281.15,46,48,4369,graph_npz/batch_4/4369.npz
4370,320.15,28,29,4370,graph_npz/batch_4/4370.npz
4371,359.15,33,35,4371,graph_npz/batch_4/4371.npz
4372,318.15,22,22,4372,graph_npz/batch_4/4372.npz
4373,338.15,33,35,4373,graph_npz/batch_4/4373.npz
4374,333.15,26,27,4374,graph_npz/batch_4/4374.npz
4375,264.15,22,22,4375,graph_npz/batch_4/4375.npz
4376,372.15,63,68,4376,graph_npz/batch_4/4376.npz
4377,335.15,51,53,4377,graph_npz/batch_4/4377.npz
4378,332.15,64,69,4378,graph_npz/batch_4/4378.npz
4379,371.15,65,70,4379,graph_npz/batch_4/4379.npz
4380,423.15,51,56,4380,graph_npz/batch_4/4380.npz
4381,261.15,27,28,4381,graph_npz/batch_4/4381.npz
4382,268.15,23,23,4382,graph_npz/batch_4/4382.npz
4383,317.15,27,28,4383,graph_npz/batch_4/4383.npz
4384,272.15,21,21,4384,graph_npz/batch_4/4384.npz
4385,343.15,39,41,4385,graph_npz/batch_4/4385.npz
4386,350.15,32,34,4386,graph_npz/batch_4/4386.npz
4387,325.65,25,26,4387,graph_npz/batch_4/4387.npz
4388,402.65,31,34,4388,graph_npz/batch_4/4388.npz
4389,279.65,26,27,4389,graph_npz/batch_4/4389.npz
4390,346.15,46,50,4390,graph_npz/batch_4/4390.npz
4391,344.15,40,43,4391,graph_npz/batch_4/4391.npz
4392,334.15,49,52,4392,graph_npz/batch_4/4392.npz
4393,349.15,42,45,4393,graph_npz/batch_4/4393.npz
4394,339.65,14,13,4394,graph_npz/batch_4/4394.npz
4395,283.15,22,22,4395,graph_npz/batch_4/4395.npz
4396,300.65,24,25,4396,graph_npz/batch_4/4396.npz
4397,313.15,52,55,4397,graph_npz/batch_4/4397.npz
4398,289.75,42,43,4398,graph_npz/batch_4/4398.npz
4399,272.85,44,45,4399,graph_npz/batch_4/4399.npz
4400,260.15,43,44,4400,graph_npz/batch_4/4400.npz
4401,290.15,44,46,4401,graph_npz/batch_4/4401.npz
4402,310.15,40,42,4402,graph_npz/batch_4/4402.npz
4403,343.15,46,49,4403,graph_npz/batch_4/4403.npz
4404,309.15,38,40,4404,graph_npz/batch_4/4404.npz
4405,333.15,32,34,4405,graph_npz/batch_4/4405.npz
4406,324.15,26,27,4406,graph_npz/batch_4/4406.npz
4407,398.15,31,33,4407,graph_npz/batch_4/4407.npz
4408,286.15,20,20,4408,graph_npz/batch_4/4408.npz
4409,288.15,27,28,4409,graph_npz/batch_4/4409.npz
4410,353.65,31,33,4410,graph_npz/batch_4/4410.npz
4411,337.15,24,25,4411,graph_npz/batch_4/4411.npz
4412,278.65,20,20,4412,graph_npz/batch_4/4412.npz
4413,231.15,12,11,4413,graph_npz/batch_4/4413.npz
4414,326.75,55,58,4414,graph_npz/batch_4/4414.npz
4415,382.15,30,33,4415,graph_npz/batch_4/4415.npz
4416,296.15,44,47,4416,graph_npz/batch_4/4416.npz
4417,280.15,44,46,4417,graph_npz/batch_4/4417.npz
4418,289.15,49,51,4418,graph_npz/batch_4/4418.npz
4419,289.15,52,54,4419,graph_npz/batch_4/4419.npz
4420,294.15,48,50,4420,graph_npz/batch_4/4420.npz
4421,290.15,47,49,4421,graph_npz/batch_4/4421.npz
4422,292.15,46,48,4422,graph_npz/batch_4/4422.npz
4423,351.15,28,30,4423,graph_npz/batch_4/4423.npz
4424,349.15,24,25,4424,graph_npz/batch_4/4424.npz
4425,348.15,47,49,4425,graph_npz/batch_4/4425.npz
4426,344.15,60,65,4426,graph_npz/batch_4/4426.npz
4427,377.15,61,66,4427,graph_npz/batch_4/4427.npz
4428,390.15,49,54,4428,graph_npz/batch_4/4428.npz
4429,272.95,43,44,4429,graph_npz/batch_4/4429.npz
4430,275.25,42,43,4430,graph_npz/batch_4/4430.npz
4431,289.15,41,42,4431,graph_npz/batch_4/4431.npz
4432,288.15,40,41,4432,graph_npz/batch_4/4432.npz
4433,291.05,25,26,4433,graph_npz/batch_4/4433.npz
4434,262.15,42,43,4434,graph_npz/batch_4/4434.npz
4435,265.15,41,42,4435,graph_npz/batch_4/4435.npz
4436,267.15,40,41,4436,graph_npz/batch_4/4436.npz
4437,269.15,39,40,4437,graph_npz/batch_4/4437.npz
4438,357.15,38,41,4438,graph_npz/batch_4/4438.npz
4439,350.15,40,43,4439,graph_npz/batch_4/4439.npz
4440,268.15,21,21,4440,graph_npz/batch_4/4440.npz
4441,313.15,31,33,4441,graph_npz/batch_4/4441.npz
4442,320.65,25,26,4442,graph_npz/batch_4/4442.npz
4443,333.15,27,28,4443,graph_npz/batch_4/4443.npz
4444,289.15,19,19,4444,graph_npz/batch_4/4444.npz
4445,299.15,26,27,4445,graph_npz/batch_4/4445.npz
4446,363.15,30,32,4446,graph_npz/batch_4/4446.npz
4447,331.65,23,24,4447,graph_npz/batch_4/4447.npz
4448,280.15,19,19,4448,graph_npz/batch_4/4448.npz
4449,230.2,11,10,4449,graph_npz/batch_4/4449.npz
4450,424.15,29,32,4450,graph_npz/batch_4/4450.npz
4451,288.55,24,25,4451,graph_npz/batch_4/4451.npz
4452,368.15,37,40,4452,graph_npz/batch_4/4452.npz
4453,377.15,36,39,4453,graph_npz/batch_4/4453.npz
4454,262.65,18,18,4454,graph_npz/batch_4/4454.npz
4455,303.15,20,20,4455,graph_npz/batch_4/4455.npz
4456,322.15,22,23,4456,graph_npz/batch_4/4456.npz
4457,286.15,22,22,4457,graph_npz/batch_4/4457.npz
4458,453.15,30,32,4458,graph_npz/batch_4/4458.npz
4459,343.15,24,25,4459,graph_npz/batch_4/4459.npz
4460,364.15,27,28,4460,graph_npz/batch_4/4460.npz
4461,311.15,25,26,4461,graph_npz/batch_4/4461.npz
4462,373.65,29,31,4462,graph_npz/batch_4/4462.npz
4463,339.15,22,23,4463,graph_npz/batch_4/4463.npz
4464,246.15,10,9,4464,graph_npz/batch_4/4464.npz
4465,259.95,44,46,4465,graph_npz/batch_4/4465.npz
4466,298.15,43,45,4466,graph_npz/batch_4/4466.npz
4467,403.15,28,31,4467,graph_npz/batch_4/4467.npz
4468,352.15,43,45,4468,graph_npz/batch_4/4468.npz
4469,298.05,23,24,4469,graph_npz/batch_4/4469.npz
4470,402.15,35,38,4470,graph_npz/batch_4/4470.npz
4471,240.15,11,10,4471,graph_npz/batch_4/4471.npz
4472,267.15,17,17,4472,graph_npz/batch_4/4472.npz
4473,330.15,24,25,4473,graph_npz/batch_4/4473.npz
4474,361.15,21,22,4474,graph_npz/batch_4/4474.npz
4475,309.15,17,17,4475,graph_npz/batch_4/4475.npz
4476,255.45,9,8,4476,graph_npz/batch_4/4476.npz
4477,291.65,27,28,4477,graph_npz/batch_4/4477.npz
4478,455.15,27,30,4478,graph_npz/batch_4/4478.npz
4479,338.15,30,30,4479,graph_npz/batch_4/4479.npz
4480,322.15,30,30,4480,graph_npz/batch_4/4480.npz
4481,316.15,22,21,4481,graph_npz/batch_4/4481.npz
4482,340.15,29,29,4482,graph_npz/batch_4/4482.npz
4483,325.15,29,29,4483,graph_npz/batch_4/4483.npz
4484,304.15,39,41,4484,graph_npz/batch_4/4484.npz
4485,312.15,37,39,4485,graph_npz/batch_4/4485.npz
4486,385.15,33,36,4486,graph_npz/batch_4/4486.npz
4487,411.95,40,42,4487,graph_npz/batch_4/4487.npz
4488,372.15,94,97,4488,graph_npz/batch_4/4488.npz
4489,359.15,96,99,4489,graph_npz/batch_4/4489.npz
4490,481.15,37,40,4490,graph_npz/batch_4/4490.npz
4491,373.15,50,53,4491,graph_npz/batch_4/4491.npz
4492,373.15,42,44,4492,graph_npz/batch_4/4492.npz
4493,441.15,56,62,4493,graph_npz/batch_4/4493.npz
4494,483.15,58,64,4494,graph_npz/batch_4/4494.npz
4495,333.15,25,26,4495,graph_npz/batch_4/4495.npz
4496,453.85,69,76,4496,graph_npz/batch_4/4496.npz
4497,433.85,61,68,4497,graph_npz/batch_4/4497.npz
4498,625.65,22,23,4498,graph_npz/batch_4/4498.npz
4499,273.15,17,18,4499,graph_npz/batch_4/4499.npz
